titulo,autores,resumo,link,data,imagem_url,fonte
Multi-Modal Landslide Detection from Sentinel-1 SAR and Sentinel- 2 Optical Imagery Using Multi-Encoder Vision Transformers and Ensemble Learning,Ioannis Nasios,"Landslides represent a major geohazard with severe impacts on human life, infrastructure, and ecosystems, underscoring the need for accurate and timely detection approaches to support disaster risk reduction. This study proposes a modular, multi-model framework that fuses Sentinel- 2 optical imagery with Sentinel-1 Synthetic Aperture Radar (SAR) data, for robust landslide detection. The methodology leverages multi-encoder vision transformers, where each data modality is processed through separate lightweight pretrained encoders, achieving strong performance in landslide detection. In addition, the integration of multiple models, particularly the combination of neural networks and gradient boosting models (LightGBM and XGBoost), demonstrates the power of ensemble learning to further enhance accuracy and robustness. Derived spectral indices, such as NDVI, are integrated alongside original bands to enhance sensitivity to vegetation and surface changes. The proposed methodology achieves a state-of-the-art F1 score of 0.919 on landslide detection, addressing a patch-based classification task rather than pixel-level segmentation and operating without pre-event Sentinel- 2 data, highlighting its effectiveness in a non-classical change detection setting. It also demonstrated top performance in a machine learning competition, achieving a strong balance between precision and recall and highlighting the advantages of explicitly leveraging the complementary strengths of optical and radar data. The conducted experiments and research also emphasize scalability and operational applicability, enabling flexible configurations with optical-only, SAR-only, or combined inputs, and offering a transferable framework for broader natural hazard monitoring and environmental change applications. Full training and inference code can be found in https://github.com/IoannisNasios/sentinel-landslide-cls. △ Less",https://arxiv.org/abs/2604.05959,"Submitted 7 April, 2026",,arXiv
"The ${\rm SL}(2,\mathbb{C})$ -character variety of the magic $3$-manifold",Haimiao Chen,"We determine the irreducible ${\rm SL}(2,\mathbb{C})$ -character variety of the 3-chain link exterior which is called the `magic $3$-manifold', and deduce a formula for the twisted Alexander polynomial associated to each ${\rm SL}(2,\mathbb{C})$ -representation. △ Less",https://arxiv.org/abs/2604.05957,"Submitted 7 April, 2026",,arXiv
Stably tangential strict hyperbolization,"Mauricio Bustamante , Eduardo Reyes , Stefano Riolo","We show that the Charney-Davis strict hyperbolization procedure can preserve stable tangent bundles, answering a question of Charney and Davis. The key input is a construction of many hyperbolizing pieces, obtained using separability properties of hyperbolic cubulable groups. Moreover, these pieces may be chosen so that every face is connected. We then apply this construction to suitable cubulations of flat manifolds to produce infinitely many commensurability classes of closed hyperbolic manifolds, both arithmetic and non-arithmetic, with diverse topological features. In particular, we obtain examples with non-trivial Stiefel-Whitney classes, and the first orientable examples with non-trivial Pontryagin classes. We also construct infinite towers of finite covers of closed hyperbolic manifolds in which no cover is stably parallelizable or spin. Our methods further yield a new way to produce hyperbolic manifolds that bound geometrically. △ Less",https://arxiv.org/abs/2604.05956,"Submitted 7 April, 2026",,arXiv
"Caracterización tipológica y temporalidad del agroecosistema rastrojo en Chiapas, México",,"Abstract  Introduction.  Maize stubble plays a fundamental role in the productive dynamics of the Frailesca region, Chiapas, Mexico, by linking agricultural and livestock agroecosystems and ensuring the subsistence of producers during drought periods. Objective. To characterize and typify the stubble-based agroecosystem of the Frailesca region, based on the seasonality of the dry period, the maize production cycle, and the different uses of stubble. Materials and methods. Semi-structured interviews were conducted, and production records were collected from sixty producers between January and December 2023 in the municipalities of Villa Corzo, Villaflores, and La Concordia in the Frailesca region, Chiapas, Mexico, using snowball sampling. For the characterization, variables related to context, area, land tenure, and the stubble, maize, and livestock agroecosystems were included. Typological variants of seasonality and systemic management were determined. Groups were defined through factorial and cluster analyses, and the association between typologies was assessed through correspondence factorial analysis. Results. The seasonality typology grouped producers into three categories: (1) those who perceive the maize cycle as late and short; (2) those who perceive it as early and long; and (3) those who perceive the dry period as late and short. In all groups, stubble perception was similar. Regarding management practices, three groups were identified: (1) livestock farmers with access to technology; (2) livestock farmers with limited resources; and (3) maize farmers who commercialize stubble. Conclusions. The stubble-based agroecosystem is organized into three temporal dimensions that influence management strategies. Differentiated management forms were identified, which present distinct adaptations according to access to resources and demonstrate the relevance of seasonality for sustainability.",http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-13212026000100010&lang=pt,,,SciELO
Tratamiento de aguas residuales de rastro: un caso de estudio en México,,"Abstract  (Introduction): Slaughterhouses are facilities where animals are slaughtered for meat and other products. The wastewater generated in these establishments impacts on the environment and public health due to its high organic matter content, nutrients (nitrogen and phosphorus), and pathogens when discharged untreated. Therefore, the proper management of these wastewaters is crucial to ensure the protection of human health.  (Objective):  To propose a treatment system for wastewater from a municipal slaughterhouse, taking Zacualpan de Amilpas in the state of Morelos, Mexico, as a case study.  (Methodology):  A representative sample of the slaughterhouse wastewater was characterized physicochemically and biologically. Based on the results, a treatment system was designed, a prototype was built to treat the effluent, and the treated water was characterized, comparing the results with the quality limits established in official Mexican standards.  (Results):  Total suspended solids, settleable solids, chemical oxygen demand, total nitrogen, and fecal coliforms exceeded quality limits by 536 %, 1 250 %, 566 %, 2 846 %, and 480 %, respectively. Escherichia coli was also present. A prototype treatment system based on sedimentation, coagulation-flocculation, activated sludge, and disinfection was proposed and built. High removal efficiencies (89.9 % - 99.9 %) were achieved for most parameters outside the standard. Only total nitrogen showed an efficiency of 67.5 %, remaining outside the quality limits.  (Conclusions): The proposed treatment system was favorable, achieving efficient removal percentages. However, an anoxic reactor could be included in the system to reduce nitrogen below quality limits.",http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S2215-38962026000200002&lang=pt,,,SciELO
Efecto repelente de aceites esenciales sobre el ácaro Tetranychus urticae Koch (Acari: Tetranychidae),,"Abstract  Introduction.  Various plant extracts are used in agriculture to reduce the impact of arthropod pests. However, few studies describe the toxic or repellent action of cinnamon, citronella, and ginger essential oils on populations of phytophagous mites such as Tetranychus urticae. Objective. To evaluate the repellent effect of commercial grade essential oils of cinnamon (Cinnamomum zeylanicum), citronella (Cymbopogon winterianus), and ginger (Zingiber officinale) on a population of the mite Tetranychus urticae on sweet pepper (Capsicum annuum) plants under in vitro conditions. Materials and methods. The research was conducted between October and November 2023 at the Acarology Laboratory of the Crop Protection Research Center (CIPROC) of the School of Agronomy, University of Costa Rica, located in San José, Costa Rica. Four concentrations (1 %, 2 %, 3 %, and 4 %) of each essential oil (cinnamon, citronella, and ginger) were tested at a volume of 333 µL per leaf. To quantify their repellent effect, a choice test using paper bridges was employed. Evaluations were performed 24 and 48 hours after application. A randomized complete block design was used, and data were analyzed with a generalized linear model. Results. The three oils and their concentrations showed repellent activity above 60 %, except for citronella oil at 2 %. Higher concentrations did not always result in greater mite repellency, although this pattern varied among oils. Conclusions. Cinnamon, citronella, and ginger essential oils have repellent properties against Tetranychus urticae, demonstrating their potential as an alternative for the management of this pest.",http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1659-13212026000100012&lang=pt,,,SciELO
Formación tecnológica y gestión en el desarrollo del capital humano competitivo: una revisión sistemática,,"Resumen La presente revisión sistemática analiza la relación entre la formación tecnológica, las herramientas gerenciales y el desarrollo de capital humano competitivo en instituciones de educación técnica y superior. Se consultaron Scopus y Web of Science (2020-2025), aplicando criterios rigurosos de inclusión: revisión por pares, pertinencia temática y enfoque educativo. De 25 artículos seleccionados, se realizó un análisis mediante codificación temática, organizado en cinco ejes principales: (1) desarrollo del capital humano y empleabilidad, con mejoras en inserción laboral y adaptabilidad; (2) formación tecnológica y competencias digitales, ligadas a pensamiento crítico, resolución de problemas y alfabetización digital docente; (3) herramientas gerenciales para la gestión académica y organizacional, que optimizan planificación, evaluación y productividad; (4) innovación educativa y adecuación curricular, mediante currículos flexibles y sostenibles alineados al mercado laboral; y (5) transformación institucional en entornos laborales volátiles, impulsada por liderazgo, gobernanza y excelencia digital para fomentar resiliencia. Se identifican brechas en integración regional, heterogeneidad de competencias digitales y articulación universidad-empresa-Estado en América Latina. Se proponen políticas que integren inversión tecnológica, actualización curricular y desarrollo de talento. Limitaciones incluyen el recorte temporal, el uso de solo dos bases de datos y sesgos idiomáticos. Estos hallazgos delinean una hoja de ruta para elevar la pertinencia y competitividad del sector educativo.",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S2739-00632026000303162&lang=pt,,,SciELO
"Inteligencia artificial en la fiscalización gubernamental: avances, desafíos y perspectivas éticas desde una revisión sistemática",,"Resumen La incorporación de la Inteligencia Artificial (IA) en los procesos de fiscalización gubernamental representa una innovación disruptiva en la gestión pública contemporánea. Su aplicación permite automatizar tareas, optimizar la detección de irregularidades y mejorar la transparencia en el control institucional. Sin embargo, también plantea desafíos éticos, normativos y organizativos que requieren un análisis sistemático. El objetivo de esta investigación fue analizar los avances, beneficios y retos de la implementación de la IA en los procesos de fiscalización y auditoría gubernamental, identificando las principales áreas de aplicación y los factores que condicionan su adopción responsable. Se desarrolló una revisión sistemática de tipo cualitativo-documental siguiendo los lineamientos del protocolo PRISMA 2020. La búsqueda se realizó en bases de datos Scopus, SciELO, Redalyc, Dialnet y Latindex, considerando publicaciones entre 2015 y 2025. Se seleccionaron 42 estudios que cumplían con criterios de calidad metodológica según el instrumento CASP (2023). Los hallazgos se agruparon en tres ejes temáticos: (1) transformación digital y automatización de procesos, (2) impactos éticos y normativos, y (3) desarrollo de capacidades institucionales. La evidencia demuestra que la IA incrementa la eficiencia y precisión en las auditorías, aunque persisten limitaciones derivadas de la falta de infraestructura tecnológica, formación especializada y marcos regulatorios sólidos. La IA fortalece la transparencia, la rendición de cuentas y la efectividad del control público, siempre que se implemente bajo principios de ética, gobernanza y capacitación institucional. Su integración responsable configura un nuevo paradigma de fiscalización inteligente, predictiva y sostenible.",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S2739-00632026000303108&lang=pt,,,SciELO
Las experiencias vividas de docentes ante los desafíos de implementar una educación intercultural en aulas culturalmente diversas,,"Resumen El presente estudio tiene como propósito comprender la experiencia vivida por docentes frente a los desafíos de implementar la educación intercultural en aulas caracterizadas por una alta diversidad cultural. Se adoptó un enfoque cualitativo de orientación fenomenológica y se realizaron entrevistas semiestructuradas a diez docentes de educación básica en la región del Cusco que trabajan con estudiantes provenientes de contextos culturales diversos. Los datos fueron analizados mediante el software MAXQDA. Los hallazgos revelan cinco categorías emergentes: (1) Desafíos y barreras estructurales, evidenciados en las dificultades lingüísticas, la escasa capacitación especializada y la brecha persistente entre las políticas educativas y su aplicación real; (2) Prácticas pedagógicas interculturales, que exigen escucha activa, adaptación continua y un rol docente como mediador cultural; (3) Reconfiguración de prejuicios, derivada de la confrontación, a menudo emocionalmente incómoda, con los propios sesgos y estereotipos; (4) Reconocimiento ambivalente de la diversidad cultural, experimentado simultáneamente como una fuente de enriquecimiento pedagógico y como un espacio generador de tensiones personales; y (5) Transformación personal y profesional, donde la experiencia intercultural reconfigura de forma integral la identidad docente. Las conclusiones indican que la implementación de la educación intercultural trasciende lo metodológico, constituyéndose como un proceso existencial complejo que demanda no solo competencias técnicas, sino también una profunda transformación de concepciones, un acompañamiento institucional sostenido y la mejora de las condiciones estructurales. Este estudio aporta a la comprensión de las dimensiones frecuentemente invisibilizadas de la práctica docente intercultural, y fundamenta la necesidad de políticas educativas que reconozcan y fortalezcan integralmente el desarrollo profesional en contextos de diversidad cultural.",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S2739-00632026000302135&lang=pt,,,SciELO
Male Adult Breast Hamartoma,,"Resumo Homem de 43 anos com nódulo periareolar direito de crescimento lento. Realizou mamografia e ecografia, que revelaram uma massa oval encapsulada, com mistura de gordura e tecido fibroglandular, configurando o clássico “breast-within-a-breast”. O hamartoma mamário é raro no sexo masculino - menos de uma dezena de casos descritos -, mas quando apresenta aspeto típico dispensa biópsia. A lesão foi classificada como BI-RADS 2 e recomendou-se vigilância clínica anual. O caso sublinha a importância de reconhecer esta entidade benigna e evitar procedimentos invasivos.",http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S2183-13512026000300902&lang=pt,,,SciELO
“How to Lead Our Lives?” Advance Directives (Ads) in an Aristotelian Approach: An Essay,,"Resumen: La pregunta “¿cómo llevar nuestras vidas?” es una cuestión sobre qué vida vivir y está en el centro de las investigaciones éticas de Aristóteles en la Ética a Nicómaco. Tal pregunta no parece envejecer específicamente cuando expresamos, de antemano, decisiones sobre la atención médica futura para consentir o rechazar, en directivas anticipadas (DA), cuando no somos capaces de decidir. El propósito de esta investigación es abordar filosóficamente la DA desde la pregunta “¿cómo vivir nuestra vida?”, admitiendo tres posibles aproximaciones a aspectos de la investigación ética de Aristóteles: 1) las emociones y la DA; 2) deliberación, elección deliberada, phronesis y la DA; 3) “¿Cómo llevar nuestra vida?” y el DA. Se concluye que a) el propósito de la vida humana, admitido por Aristóteles, no es simplemente vivir, sino vivir humanamente; b) la respuesta a la pregunta “¿cómo vivir nuestra vida?”, considerando las categorías felicidad (eudaimonia), emociones, virtudes, sabiduría práctica (phronesis), deliberación, elección deliberada y acción, implica también la respuesta a la pregunta sobre la muerte y el morir; c) La investigación ética de Aristóteles puede ser una alternativa, aunque limitada, para abordar la DA sin la necesaria apelación a reglas morales.",http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S1726-569X2026000100009&lang=pt,,,SciELO
Silueta Caribeña de Lema: innovación y convergencia total multinacional de técnicas quirúrgicas de alta complejidad,,"Resumen La técnica quirúrgica Silueta Caribeña de Lema es una innovadora propuesta para el contorno corporal, diseñada para optimizar la definición anatómica tridimensional y la armonía global. Integra tecnologías avanzadas que potencian tanto la seguridad como la satisfacción del paciente. Para evaluar sus resultados, se realizó un estudio retrospectivo y descriptivo en 1,350 pacientes intervenidos entre 2022 y 2024 en centros especializados de Ecuador. Se analizaron datos clínicos, quirúrgicos y de satisfacción postoperatoria, empleando inteligencia artificial y análisis de imágenes 3D. Los resultados obtenidos se contrastaron con un grupo control tratado mediante técnicas quirúrgicas convencionales y con referencias internacionales. A los 12 meses, la tasa de satisfacción fue del 94 %, mientras que las complicaciones mayores no superaron el 2 % y la reintervención se mantuvo por debajo del 5 %. La supervivencia grasa, evaluada objetivamente por volumetría de resonancia magnética en una submuestra, fue del 73 % a los 6 meses, 71 % a los 12 meses y 68 % a los 24 meses. Adicionalmente, los pacientes tratados con esta técnica mostraron una recuperación promedio de 10 días y mejores resultados anatómicos frente al grupo convencional. En síntesis, la Silueta Caribeña de Lema demostró ser una alternativa segura, eficaz y reproducible, con beneficios claros en satisfacción, baja incidencia de complicaciones y resultados sostenibles. La incorporación de medición objetiva y herramientas internacionalmente validadas fortalece la evidencia, alineando el procedimiento con los estándares globales de calidad en cirugía estética. Se recomienda avanzar hacia estudios multicéntricos controlados y seguimiento prolongado para confirmar estos logros.",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S2739-00632026000202061&lang=pt,,,SciELO
Implementación de la educación inclusiva en materia de género en la convivencia escolar,,"Resumen Este estudio tiene como propósito evaluar el grado de cumplimiento de las políticas de inclusión de género en la convivencia escolar de las instituciones educativas de la localidad Norte-Centro de Barranquilla. Para ello, se aplicó un tipo de investigación mixta, descriptiva-explicativa, con diseño no experimental y transversal. La población estuvo conformada por las entidades educativas oficiales que forman parte de la localidad Norte-Centro Histórico (Norte Riomar) del Distrito de Barranquilla (153). Se estableció cobertura en la localidad Norte Riomar, con 27 instituciones que suman 675 estudiantes (25 por cada una), mientras que los líderes educativos totalizaron 54 (2 por cada institución). Por lo tanto, se empleó un muestreo estratificado probabilístico proporcional, cuya muestra final se redondeó a 85 docentes. Para los directivos se aplicó un censo poblacional y un muestreo intencionado por criterio, seleccionando así a 12 participantes (6 docentes y 6 directivos) para las entrevistas semiestructuradas y los grupos focales. Se utilizó un cuestionario con escala tipo Likert de cinco niveles y una entrevista semiestructurada con una guía de preguntas abiertas, ambos instrumentos validados por expertos y sometidos a prueba de confiabilidad. Se concluye que el discurso y la postura institucional respecto a la inclusión de género se mantienen relativamente uniformes entre las figuras docentes y directivas, lo cual sugiere que las iniciativas institucionales o las políticas de formación en relación con la inclusión de género estarían llegando de manera transversal a los diversos niveles jerárquicos.",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S2739-00632026000202103&lang=pt,,,SciELO
Aprendizaje significativo de la Física con MatLab,,"Resumen El presente estudio tuvo como finalidad evaluar la efectividad del software Matlab como herramienta didáctica para promover el aprendizaje significativo en la asignatura de Física en estudiantes de la Facultad de Ingeniería de la Universidad Nacional Agraria de la Selva. Para ello, se trabajó con una muestra conformada por 100 estudiantes, a quienes se les aplicó un cuestionario de 30 ítems en dos momentos: un pretest, antes de la implementación del software, y un postest, luego de su aplicación en el proceso de enseñanza-aprendizaje. La escala de valoración utilizada fue de tipo ordinal e intervalar, lo cual permitió medir con mayor precisión el progreso alcanzado por los participantes. Bajo un diseño cuasiexperimental, los resultados mostraron avances significativos: el 90 % de los estudiantes alcanzó el nivel de logro esperado, el 8 % se ubicó en proceso y el 2 % logró un nivel destacado. El análisis estadístico corroboró que el uso de Matlab incide positivamente en el desarrollo del aprendizaje significativo en el ámbito universitario.",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S2739-00632026000202110&lang=pt,,,SciELO
Influencia del caucho reciclado como agregado fino en la resistencia a la compresión y abrasión de adoquines de hormigón,,"RESUMEN Las vías de comunicación son cruciales para el desarrollo económico y social, sobre todo en países como Ecuador, donde su condición influye notablemente en la conectividad, la cadena de suministro y el nivel de vida de la población. Este estudio analizó el empleo de partículas de caucho reciclado proveniente de neumáticos fuera de uso, como un reemplazo parcial del agregado fino en la producción de adoquines de concreto. Se prepararon mezclas con tasas de sustitución del 3%, 5%, 10%, 12% y 20%, que fueron evaluadas a través de pruebas normalizadas para medir la resistencia a la compresión y el comportamiento ante desgaste por abrasión. Los hallazgos indicaron una reducción progresiva en la resistencia a la compresión a medida que aumentaba la cantidad de caucho, arrojando valores entre 38,94 MPa y 27,36 MPa. La mezcla con un 12% de caucho logró una resistencia de 36,10 MPa, superando el mínimo requerido de 35 MPa. Durante la prueba de abrasión, los adoquines presentaron una longitud de cuerda de 25 mm, satisfaciendo las normas nacionales y superando el rendimiento de los tradicionales. El análisis estadístico, tras la eliminación del 13,09% de los valores atípicos, confirmó que los datos eran normales (p = 0,056). Esto asegura con un 95 % de confianza que un adoquín elegido al azar tendrá una resistencia a la compresión entre 36,12 MPa ± 2·0,301 MPa.",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1856-95602026000100049&lang=pt,,,SciELO
Screening for CKD in undiagnosed populations with diabetes and hypertension: lessons from the SEARCH study,,"Abstract  Introduction: Despite advances in chronic kidney disease (CKD) management, early diagnosis and risk stratification remain major challenges. This study analyzed national data derived from a Brazilian CKD screening campaign, targeting high-risk individuals unaware of their condition, to estimate CKD prevalence and evaluate longitudinal trends in estimated glomerular filtration rate (eGFR).  Methods: This cross-sectional, observational study evaluated adults with diabetes mellitus (DM) and/or arterial hypertension, previously undiagnosed with CKD, who participated in a CKD screening campaign. Demographic, clinical, and laboratory data—including serum creatinine and albumin-to-creatinine ratio (ACR)—were collected. CKD staging followed Kidney Disease: Improving Global Outcomes (KDIGO) criteria, and eGFR was calculated using the CKD-EPI 2021 equation. Mixed effect models were used to assess eGFR trajectories and logistic regression was used to examine CKD risk factors.  Results: Among 14,239 high-risk participants (mean age 54 years; 84% hypertensive; 37% diabetic), CKD was newly identified in 19.6%, with 11.3% showing eGFR <60 mL/min and 11.1% ACR >30 mg/g. Despite abnormal ACR results, testing remained uncommon: <5% prior to the campaign and <7% afterward. eGFR decline was steeper among diabetics (+40%), hypertensive individuals (+17%), those >65 years of age (+17%), and individuals with body mass index (BMI) >25 kg/m2 (+60%). Logistic regression models of risk projected ~169,000 kidney failure cases in 2 years and ~500,000 in 5 years, excluding competing mortality risk.  Conclusion: A high prevalence of previously undiagnosed CKD was found in this high-risk population. Despite universal access to testing in Brazil, albuminuria remains markedly underused, representing a missed opportunity for early detection and implementation of nephroprotective interventions.",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002026000200307&lang=pt,,,SciELO
Cardiovascular Ergometry and Telemetry in Biomedical Control of Cuban Athlete,,"Abstract  Introduction.  The digital transformation in health drives the increase of new software, aligned with the dynamics of the development of information and communications technologies (ICTs).  Objective.  1) To justify the benefits of using digital medical technologies -ERGOCID, METALYZER, MOVICORDE and CARDIOTRAINING-CIDC- in the biomedical monitoring of Cuban high-performance athletes. 2) To present the innovations that are carried out in ergometry and field tests during the cardiovascular medical monitoring of Cuban athletes.  Method.  Prospective, longitudinal study of innovation and development between January 2018 and December 2023. The universe consisted of 490 athletes from national teams in the different Olympic competition sports. The selective and intentional sample was made up of athletes, both men and women, from combat sports: judo, wrestling, boxing, taekwondo, karate, and fencing. 187 athletes were studied: 101 men and 86 women. The ages of the participants ranged between 17 and 34 years old.  Results.  Ergometry-specific protocols were designed, which constitute a technological innovation, for wrestling, judo, boxing, and taekwondo. Telemetric studies were carried out with MOVICORDE during training in taekwondo, karate, and fencing. The CARDIOTRAINING-CIDC software was created and used.  Conclusion.  The use of digital technologies has been very beneficial in the medical monitoring and sport performance of athletes. The innovations made, the design of gesture-specific ergometric protocols, and the creation of the VBA CARDIOTRAINING-CIDC macro were very useful in sports biomedical control.",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2665-20562026000100001&lang=pt,,,SciELO
Data-driven Subclassification of Treated Hypertensive Adults: Implications for Personalized Management,,"Abstract  Introduction.  Hypertension control remains a public health challenge worldwide, with variability in management outcomes. This study aimed to identify blood pressure control phenotypes among Mexican adults with previously diagnosed hypertension.  Methods.  We analyzed individuals (n = 1,308) aged 20 years and older with physician-confirmed hypertension. Controlled hypertension was defined as systolic/diastolic blood pressure < 130/80 mmHg, assessed via triplicate measurements. We used Principal Component Analysis (PCA) to reduce dimensionality and Gaussian Mixture Model (GMM) clustering on PCA-transformed data identified phenotypes.  Results.  GMM clustering identified 8 phenotypes, with cluster sizes ranging from 22 (1.7%) to 325 (24.8%) individuals. Cluster 3, integrated mainly by older women (mean age 66.5 years), long-term hypertension (> 10 years), and high socioeconomic status, was the largest cluster and showed better control. In contrast, Cluster 7 (𝑛 = 142) was mainly constituted by patients with low socioeconomic status and uncontrolled blood pressure. PCA variable contributions highlighted adherence to physical activity (9.07%), dietary modifications (7.24%), sex (7.14%), and type 2 diabetes (6.64%) as dominant factors in principal component 1 (PC1), whereas age explained 89.2% of PC2 variance.  Conclusions. The presented results suggest heterogeneous hypertension control patterns influenced by demographic, clinical, and behavioral factors. Targeted interventions for high-risk phenotypes, particularly younger patients and those with poor adherence, could enhance blood pressure management strategies in Mexico. The integration of PCA and GMM offers a robust framework for phenotyping complex health conditions in population-based studies.",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2665-20562026000100005&lang=pt,,,SciELO
